t,mass_est,comx,comy,comz,pitch,roll,gyro0,gyro1,gyro2,grav0,grav1,grav2,cmd0,cmd1,cmd2,q0,q1,q2,q3,q4,q5,q6,q7,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,act0,act1,act2,act3,act4,act5,act6,act7
39.78319,0.04224,-0.00001,0.00021,0.00055,0.01822,-0.04413,0.00957,-0.05456,0.51421,-0.02197,0.04236,-0.99886,0.00000,0.00000,0.50000,-0.00704,0.32576,0.74754,0.82890,-0.09393,-0.28856,-0.65277,-2.54070,-0.01000,0.02000,0.00000,0.49000,-0.01000,0.00000,0.00000,2.34000,-0.07344,1.56333,0.35898,0.15272,-0.00627,-1.48369,-1.30354,6.73649
39.80327,0.04044,-0.00000,0.00021,0.00055,0.01697,-0.04493,0.00690,-0.06521,0.52140,-0.02295,0.04217,-0.99885,0.00000,0.00000,0.50000,-0.00694,0.32566,0.74754,0.84010,-0.09403,-0.28726,-0.65277,-2.49590,0.01000,-0.02000,0.00000,0.53000,0.01000,0.05000,0.00000,2.24000,-0.07140,1.53650,0.39083,0.45876,0.01220,-1.49441,-1.29749,6.72712
39.82328,0.03924,-0.00001,0.00021,0.00055,0.01590,-0.04566,0.00211,-0.05749,0.50622,-0.02377,0.04208,-0.99883,0.00000,0.00000,0.50000,-0.00714,0.32566,0.74774,0.85280,-0.09403,-0.28536,-0.65277,-2.45070,-0.01000,-0.05000,0.01000,0.66000,0.00000,0.13000,0.01000,2.21000,-0.09766,1.52587,0.45697,0.69812,0.02271,-1.48519,-1.26971,6.67768
39.84324,0.03674,-0.00001,0.00020,0.00054,0.01509,-0.04669,-0.00189,-0.07746,0.46334,-0.02467,0.04239,-0.99880,0.00000,0.00000,0.50000,-0.00724,0.32456,0.74784,0.86520,-0.09363,-0.28386,-0.65297,-2.40540,0.00000,-0.03000,0.00000,0.60000,0.04000,0.07000,0.00000,2.24000,-0.12211,1.49081,0.50517,0.84108,0.03037,-1.50977,-1.24298,6.58712
39.86331,0.03540,-0.00001,0.00020,0.00053,0.01342,-0.04810,0.02661,-0.14857,0.49104,-0.02642,0.04235,-0.99875,0.00000,0.00000,0.50000,-0.00724,0.32436,0.74794,0.88020,-0.09333,-0.28296,-0.65287,-2.35890,0.00000,-0.01000,0.00000,0.67000,0.03000,0.01000,0.00000,2.16000,-0.13682,1.44132,0.53070,0.88140,0.03946,-1.54711,-1.22953,6.47961
39.88329,0.03405,-0.00001,0.00020,0.00053,0.01054,-0.05009,0.03593,-0.15975,0.51394,-0.02941,0.04186,-0.99869,0.00000,0.00000,0.50000,-0.00734,0.32456,0.74814,0.89600,-0.09333,-0.28306,-0.65297,-2.31540,0.00000,-0.01000,0.00000,0.84000,0.02000,0.01000,0.00000,2.11000,-0.15769,1.43867,0.57980,0.85961,0.05316,-1.51188,-1.22492,6.29644
39.90326,0.03175,-0.00001,0.00020,0.00053,0.00726,-0.05210,0.02102,-0.17467,0.49343,-0.03266,0.04121,-0.99862,0.00000,0.00000,0.50000,-0.00764,0.32436,0.74824,0.91290,-0.09323,-0.28306,-0.65297,-2.27040,-0.01000,0.00000,0.00000,0.80000,0.00000,0.01000,-0.02000,2.14000,-0.18527,1.42290,0.64686,0.68007,0.05768,-1.48485,-1.20786,5.99280
39.92328,0.03119,-0.00001,0.00019,0.00053,0.00453,-0.05418,0.02448,-0.18665,0.47186,-0.03568,0.04098,-0.99852,0.00000,0.00000,0.50000,-0.00764,0.32426,0.74854,0.92900,-0.09303,-0.28306,-0.65297,-2.22590,0.00000,0.00000,0.01000,0.71000,-0.01000,0.00000,0.00000,2.21000,-0.20974,1.37334,0.70911,0.39132,0.05875,-1.49967,-1.18835,5.63033
39.94347,0.03059,-0.00001,0.00018,0.00053,0.00132,-0.05650,0.03806,-0.18985,0.47932,-0.03915,0.04072,-0.99840,0.00000,0.00000,0.50000,-0.00764,0.32406,0.74864,0.94340,-0.09253,-0.28306,-0.65317,-2.18530,0.01000,-0.02000,-0.01000,0.70000,0.03000,0.00000,0.00000,2.09000,-0.22495,1.33468,0.73581,0.02848,0.06410,-1.51464,-1.19025,5.23964
39.96344,0.02954,-0.00000,0.00017,0.00053,-0.00141,-0.05841,0.01942,-0.17041,0.47319,-0.04208,0.04049,-0.99829,0.00000,0.00000,0.50000,-0.00754,0.32396,0.74864,0.95660,-0.09173,-0.28306,-0.65317,-2.14430,0.02000,-0.03000,0.00000,0.62000,0.04000,0.00000,0.00000,1.91000,-0.22847,1.31918,0.76341,-0.44650,0.06290,-1.50002,-1.19346,4.81020
39.98354,0.03056,-0.00001,0.00016,0.00054,-0.00414,-0.06033,0.02741,-0.15949,0.45508,-0.04499,0.04035,-0.99817,0.00000,0.00000,0.50000,-0.00764,0.32346,0.74864,0.96680,-0.09173,-0.28316,-0.65347,-2.10740,0.00000,-0.07000,0.00000,0.41000,0.01000,0.01000,0.00000,1.70000,-0.22552,1.30457,0.78261,-0.96564,0.04774,-1.50623,-1.18155,4.42047
40.00359,0.03057,-0.00001,0.00015,0.00054,-0.00659,-0.06169,0.03913,-0.14218,0.47133,-0.04731,0.04007,-0.99808,0.00000,0.00000,0.50000,-0.00764,0.32316,0.74864,0.97460,-0.09173,-0.28316,-0.65377,-2.07260,0.00000,0.00000,0.00000,0.34000,0.01000,-0.01000,-0.02000,1.68000,-0.22190,1.27742,0.77546,-1.53539,0.04542,-1.52308,-1.19414,4.04816
40.02337,0.03071,-0.00000,0.00014,0.00055,-0.00913,-0.06292,0.02794,-0.12700,0.44976,-0.04962,0.03967,-0.99798,0.00000,0.00000,0.50000,-0.00764,0.32306,0.74854,0.97980,-0.09163,-0.28306,-0.65377,-2.04290,0.00000,0.00000,0.00000,0.22000,0.00000,0.00000,0.00000,1.43000,-0.20975,1.28672,0.77277,-2.10944,0.03990,-1.50319,-1.20140,3.64062
40.04349,0.03114,-0.00001,0.00013,0.00056,-0.01128,-0.06428,0.01250,-0.11848,0.42206,-0.05177,0.03966,-0.99787,0.00000,0.00000,0.50000,-0.00764,0.32316,0.74864,0.98070,-0.09173,-0.28316,-0.65387,-2.01510,0.00000,0.01000,-0.01000,-0.00000,0.00000,0.00000,0.00000,1.36000,-0.20330,1.25173,0.78283,-2.75379,0.03501,-1.52630,-1.20030,3.25399
40.06353,0.03121,-0.00002,0.00012,0.00056,-0.01304,-0.06533,0.02182,-0.09424,0.42739,-0.05345,0.03969,-0.99778,0.00000,0.00000,0.50000,-0.00754,0.32296,0.74864,0.97940,-0.09163,-0.28316,-0.65417,-1.99070,0.00000,0.02000,0.00000,-0.03000,0.01000,0.00000,0.00000,1.17000,-0.20079,1.21823,0.77494,-3.45215,0.03218,-1.54836,-1.22029,2.84570
40.08357,0.03057,-0.00003,0.00013,0.00056,-0.01469,-0.06627,0.01196,-0.10196,0.41647,-0.05495,0.03975,-0.99770,0.00000,0.00000,0.50000,-0.00754,0.32276,0.74854,0.97840,-0.09163,-0.28326,-0.65417,-1.97000,-0.01000,-0.03000,0.00000,-0.06000,0.00000,-0.01000,0.00000,0.96000,-0.18520,1.22130,0.76304,-4.20221,0.02833,-1.54290,-1.23681,2.45054
40.10347,0.02990,-0.00003,0.00012,0.00056,-0.01627,-0.06743,-0.00295,-0.07986,0.37013,-0.05659,0.04002,-0.99760,0.00000,0.00000,0.50000,-0.00744,0.32246,0.74864,0.97430,-0.09173,-0.28326,-0.65427,-1.95350,0.00000,0.00000,0.00000,-0.23000,0.00000,0.00000,0.01000,0.76000,-0.18009,1.19864,0.76374,-5.03181,0.02216,-1.55351,-1.25231,2.06003
40.12347,0.02894,-0.00004,0.00011,0.00055,-0.01745,-0.06825,0.00584,-0.06814,0.34243,-0.05773,0.04027,-0.99752,0.00000,0.00000,0.50000,-0.00744,0.32216,0.74864,0.96560,-0.09153,-0.28326,-0.65427,-1.93950,0.01000,-0.01000,0.02000,-0.49000,0.00000,0.00000,0.00000,0.53000,-0.17462,1.14518,0.76183,-5.99892,0.02515,-1.59739,-1.26925,1.62259
40.14350,0.02863,-0.00004,0.00011,0.00055,-0.01835,-0.06841,0.01995,-0.01648,0.34696,-0.05823,0.04021,-0.99749,0.00000,0.00000,0.50000,-0.00744,0.32216,0.74854,0.95250,-0.09183,-0.28326,-0.65427,-1.93050,0.00000,0.01000,0.00000,-0.62000,-0.01000,0.00000,0.00000,0.40000,-0.16222,1.11780,0.76599,-6.99688,0.02865,-1.62026,-1.28504,1.18119
40.16352,0.02918,-0.00005,0.00011,0.00055,-0.01878,-0.06826,-0.00189,-0.00875,0.35655,-0.05815,0.04028,-0.99750,0.00000,0.00000,0.50000,-0.00744,0.32226,0.74854,0.93390,-0.09193,-0.28316,-0.65437,-1.92640,0.02000,0.01000,0.00000,-0.94000,-0.01000,-0.01000,-0.01000,0.09000,-0.14570,1.12372,0.78249,-7.97610,0.02246,-1.61309,-1.28665,0.68809
40.18353,0.03064,-0.00006,0.00011,0.00056,-0.01827,-0.06783,-0.00322,0.04611,0.35921,-0.05722,0.04065,-0.99753,0.00000,0.00000,0.50000,-0.00724,0.32266,0.74864,0.91120,-0.09203,-0.28316,-0.65417,-1.92660,0.00000,0.00000,0.00000,-1.21000,0.00000,0.00000,0.02000,-0.04000,-0.13932,1.13513,0.79847,-8.84466,0.00438,-1.60379,-1.28205,0.21343
40.20353,0.03137,-0.00007,0.00012,0.00055,-0.01760,-0.06702,0.01995,0.05756,0.38025,-0.05588,0.04088,-0.99760,0.00000,0.00000,0.50000,-0.00734,0.32286,0.74884,0.88540,-0.09213,-0.28306,-0.65427,-1.92950,0.00000,0.02000,0.00000,-1.35000,0.00000,0.00000,-0.01000,-0.13000,-0.11783,1.14923,0.79039,-9.60211,-0.01716,-1.59817,-1.29158,-0.23994
40.22349,0.03275,-0.00007,0.00013,0.00055,-0.01710,-0.06568,0.03620,0.06049,0.41966,-0.05432,0.04059,-0.99770,0.00000,0.00000,0.50000,-0.00734,0.32296,0.74874,0.85330,-0.09293,-0.28296,-0.65427,-1.93360,-0.02000,0.00000,0.00000,-1.65000,-0.07000,0.00000,0.01000,-0.18000,-0.09150,1.16837,0.78333,-10.27305,-0.03481,-1.57587,-1.30989,-0.68398
40.24318,0.03350,-0.00007,0.00015,0.00055,-0.01655,-0.06390,0.04445,0.09218,0.44789,-0.05244,0.04001,-0.99782,0.00000,0.00000,0.50000,-0.00734,0.32306,0.74884,0.81930,-0.09363,-0.28236,-0.65427,-1.93930,0.01000,0.00000,0.01000,-1.67000,0.00000,0.05000,0.01000,-0.28000,-0.08051,1.19260,0.79432,-10.82379,-0.04484,-1.53235,-1.33388,-1.17556
40.26349,0.03402,-0.00008,0.00015,0.00055,-0.01493,-0.06172,0.02661,0.14145,0.46387,-0.04945,0.03976,-0.99798,0.00000,0.00000,0.50000,-0.00714,0.32316,0.74894,0.78120,-0.09373,-0.28166,-0.65427,-1.94860,-0.02000,0.00000,0.00000,-1.85000,0.00000,0.00000,0.01000,-0.55000,-0.06710,1.20300,0.82386,-11.37498,-0.05991,-1.50496,-1.33735,-1.69276
40.28323,0.03610,-0.00008,0.00017,0.00056,-0.01257,-0.05893,0.03833,0.18912,0.49770,-0.04547,0.03948,-0.99819,0.00000,0.00000,0.50000,-0.00704,0.32326,0.74894,0.74290,-0.09423,-0.28066,-0.65417,-1.96090,0.00000,0.01000,-0.03000,-2.06000,-0.06000,0.07000,0.00000,-0.68000,-0.04491,1.23117,0.82825,-11.83681,-0.08859,-1.49032,-1.33215,-2.10708
40.30348,0.03666,-0.00008,0.00018,0.00054,-0.01023,-0.05580,0.06416,0.19178,0.50009,-0.04136,0.03877,-0.99839,0.00000,0.00000,0.50000,-0.00704,0.32276,0.74914,0.70220,-0.09483,-0.27946,-0.65407,-1.97570,-0.01000,-0.01000,0.02000,-2.15000,-0.01000,0.04000,0.00000,-0.77000,-0.02279,1.27268,0.81678,-12.13196,-0.10561,-1.46394,-1.34011,-2.46345
40.32338,0.03465,-0.00009,0.00019,0.00052,-0.00802,-0.05241,0.06097,0.15397,0.45189,-0.03720,0.03775,-0.99859,0.00000,0.00000,0.50000,-0.00704,0.32316,0.74974,0.65440,-0.09503,-0.27946,-0.65407,-1.99280,0.00000,0.02000,0.03000,-2.36000,-0.01000,0.00000,0.01000,-0.91000,-0.00473,1.26545,0.83392,-12.41127,-0.11053,-1.46267,-1.33470,-2.79744
40.34344,0.03353,-0.00009,0.00020,0.00051,-0.00590,-0.04949,0.06256,0.19684,0.45322,-0.03347,0.03691,-0.99876,0.00000,0.00000,0.50000,-0.00684,0.32306,0.75054,0.61030,-0.09573,-0.27936,-0.65397,-2.01090,0.01000,0.00000,0.00000,-2.19000,-0.08000,0.03000,0.01000,-0.99000,-0.00349,1.21218,0.87686,-12.69835,-0.10176,-1.50592,-1.30839,-3.07040
40.36347,0.03046,-0.00009,0.00022,0.00048,-0.00373,-0.04548,0.10943,0.17021,0.45136,-0.02903,0.03519,-0.99896,0.00000,0.00000,0.50000,-0.00704,0.32276,0.75044,0.56620,-0.09783,-0.27946,-0.65407,-2.03290,-0.01000,0.00000,0.00000,-2.17000,-0.14000,0.00000,0.00000,-1.21000,-0.01176,1.21717,0.90150,-13.08051,-0.09786,-1.49808,-1.29327,-3.35285
40.38339,0.02846,-0.00008,0.00023,0.00046,-0.00225,-0.04139,0.15391,0.19817,0.41247,-0.02522,0.03288,-0.99914,0.00000,0.00000,0.50000,-0.00694,0.32266,0.75054,0.51880,-0.10003,-0.27956,-0.65407,-2.05610,0.00000,0.00000,0.00000,-2.31000,-0.11000,-0.01000,0.00000,-1.14000,-0.01808,1.20986,0.94372,-13.39189,-0.06961,-1.51096,-1.26987,-3.51472
40.40348,0.02371,-0.00006,0.00022,0.00043,-0.00049,-0.03580,0.15551,0.21841,0.37279,-0.02036,0.02943,-0.99936,0.00000,0.00000,0.50000,-0.00704,0.32246,0.75064,0.46780,-0.10193,-0.27966,-0.65407,-2.08070,0.00000,0.00000,0.01000,-2.53000,-0.10000,0.00000,0.00000,-1.21000,-0.03589,1.15625,1.01353,-13.69481,-0.03349,-1.54841,-1.23253,-3.72142
40.42340,0.02328,-0.00007,0.00022,0.00043,0.00155,-0.03153,0.10704,0.22534,0.37546,-0.01611,0.02714,-0.99950,0.00000,0.00000,0.50000,-0.00714,0.32256,0.75074,0.41670,-0.10333,-0.27966,-0.65397,-2.10690,0.00000,0.00000,0.00000,-2.57000,-0.06000,-0.01000,0.00000,-1.35000,-0.06058,1.12420,1.12410,-13.85656,-0.00920,-1.59540,-1.13296,-3.80978
40.44337,0.02176,-0.00007,0.00022,0.00044,0.00540,-0.02672,0.06336,0.27194,0.40528,-0.01003,0.02534,-0.99963,0.00000,0.00000,0.50000,-0.00724,0.32256,0.75074,0.36450,-0.10413,-0.27956,-0.65387,-2.13530,0.00000,-0.01000,0.01000,-2.59000,-0.07000,-0.01000,0.02000,-1.44000,-0.10066,1.12803,1.17663,-13.98777,-0.02398,-1.59825,-1.07183,-3.87976
40.46351,0.02431,-0.00006,0.00022,0.00044,0.00903,-0.02271,0.06842,0.29884,0.42925,-0.00462,0.02399,-0.99970,0.00000,0.00000,0.50000,-0.00734,0.32296,0.75104,0.30890,-0.10443,-0.27956,-0.65357,-2.16650,0.00000,0.00000,0.00000,-2.76000,-0.02000,0.01000,0.01000,-1.60000,-0.10187,1.19482,1.18460,-13.90058,-0.05200,-1.58835,-1.01343,-3.76303
40.48348,0.02436,-0.00004,0.00021,0.00044,0.01402,-0.01743,0.07881,0.33266,0.45082,0.00264,0.02221,-0.99975,0.00000,0.00000,0.50000,-0.00724,0.32326,0.75164,0.24660,-0.10453,-0.27966,-0.65347,-2.19930,0.00000,0.00000,0.05000,-2.98000,-0.02000,-0.01000,0.01000,-1.49000,-0.08870,1.23101,1.16679,-13.65764,-0.07461,-1.58148,-0.98721,-3.56562
40.50347,0.02873,-0.00003,0.00020,0.00045,0.01855,-0.01280,0.08413,0.35717,0.49237,0.00911,0.02061,-0.99975,0.00000,0.00000,0.50000,-0.00704,0.32376,0.75194,0.18570,-0.10513,-0.27956,-0.65337,-2.23120,0.00000,0.02000,0.00000,-3.29000,-0.05000,0.00000,0.00000,-1.68000,-0.06281,1.28830,1.15495,-13.12655,-0.09360,-1.58430,-0.93402,-3.18810
40.52348,0.03005,-0.00001,0.00020,0.00045,0.02447,-0.00670,0.09585,0.38673,0.55069,0.01756,0.01830,-0.99968,0.00000,0.00000,0.50000,-0.00724,0.32466,0.75194,0.11710,-0.10673,-0.27946,-0.65337,-2.26500,0.01000,0.01000,0.01000,-3.31000,-0.03000,0.00000,0.00000,-1.59000,-0.05697,1.34258,1.11787,-12.40789,-0.10804,-1.56361,-0.90966,-2.74970
40.54352,0.03413,0.00001,0.00019,0.00047,0.02985,-0.00148,0.07774,0.40697,0.58478,0.02502,0.01633,-0.99955,0.00000,0.00000,0.50000,-0.00714,0.32516,0.75184,0.05150,-0.10693,-0.27936,-0.65337,-2.29520,0.01000,0.03000,0.01000,-3.31000,-0.01000,0.01000,0.00000,-1.56000,-0.04011,1.42958,1.08374,-11.42437,-0.12149,-1.54409,-0.86108,-2.14467
40.56348,0.03415,0.00002,0.00019,0.00047,0.03664,0.00371,0.01756,0.37394,0.60902,0.03370,0.01483,-0.99932,0.00000,0.00000,0.50000,-0.00724,0.32656,0.75174,-0.02020,-0.10693,-0.27936,-0.65337,-2.32540,-0.01000,0.04000,0.00000,-3.33000,0.00000,0.00000,0.00000,-1.29000,-0.03704,1.47484,1.04357,-10.38992,-0.14437,-1.53442,-0.81468,-1.54355
40.58345,0.03761,0.00002,0.00019,0.00047,0.04320,0.00729,-0.02186,0.34918,0.62286,0.04135,0.01443,-0.99904,0.00000,0.00000,0.50000,-0.00714,0.32786,0.75144,-0.08770,-0.10693,-0.27936,-0.65337,-2.35170,0.00000,0.03000,-0.01000,-3.36000,0.02000,0.00000,0.00000,-1.28000,-0.03552,1.53302,0.98665,-9.17511,-0.17494,-1.53380,-0.76546,-0.84639
40.60353,0.03920,0.00005,0.00020,0.00047,0.04876,0.01025,0.01383,0.34678,0.65349,0.04780,0.01398,-0.99876,0.00000,0.00000,0.50000,-0.00714,0.32886,0.75024,-0.15100,-0.10693,-0.27926,-0.65347,-2.37350,0.01000,0.08000,-0.01000,-3.10000,0.00000,0.01000,-0.01000,-1.13000,-0.03786,1.57557,0.88116,-7.91502,-0.18705,-1.53365,-0.75936,-0.10200
40.62348,0.03779,0.00007,0.00021,0.00045,0.05414,0.01372,0.02581,0.27541,0.64896,0.05436,0.01268,-0.99844,0.00000,0.00000,0.50000,-0.00704,0.33036,0.74964,-0.21110,-0.10693,-0.27926,-0.65347,-2.39110,0.00000,0.13000,0.01000,-2.79000,0.00000,0.01000,0.01000,-0.79000,-0.01808,1.61231,0.79037,-6.72015,-0.17044,-1.51962,-0.78149,0.59017
40.64349,0.03795,0.00007,0.00021,0.00044,0.05768,0.01576,-0.00055,0.20856,0.62340,0.05858,0.01181,-0.99821,0.00000,0.00000,0.50000,-0.00704,0.33196,0.74884,-0.26530,-0.10703,-0.27946,-0.65347,-2.40260,0.01000,0.09000,-0.05000,-2.55000,-0.02000,0.01000,0.00000,-0.46000,-0.01260,1.60339,0.77014,-5.55429,-0.14859,-1.53884,-0.76695,1.27174
40.66356,0.03500,0.00007,0.00021,0.00043,0.06130,0.01704,-0.04263,0.14305,0.61115,0.06254,0.01145,-0.99798,0.00000,0.00000,0.50000,-0.00704,0.33326,0.74844,-0.31440,-0.10703,-0.27946,-0.65347,-2.40680,0.01000,0.10000,0.00000,-2.21000,0.00000,0.01000,0.01000,-0.11000,-0.03871,1.55906,0.75303,-4.54410,-0.12569,-1.55631,-0.78312,1.81566
40.68356,0.03503,0.00006,0.00022,0.00042,0.06345,0.01740,-0.04663,0.08153,0.62313,0.06475,0.01135,-0.99784,0.00000,0.00000,0.50000,-0.00714,0.33486,0.74794,-0.35360,-0.10683,-0.27956,-0.65347,-2.40680,-0.01000,0.07000,-0.01000,-1.83000,0.01000,-0.02000,0.00000,0.03000,-0.05445,1.55541,0.71918,-3.56502,-0.10759,-1.56407,-0.79650,2.37854
40.70358,0.03258,0.00006,0.00022,0.00040,0.06481,0.01715,-0.04290,0.02267,0.56081,0.06603,0.01128,-0.99775,0.00000,0.00000,0.50000,-0.00714,0.33696,0.74754,-0.38970,-0.10693,-0.27986,-0.65337,-2.40230,0.00000,0.06000,0.01000,-1.63000,-0.02000,-0.03000,0.00000,0.30000,-0.06049,1.55684,0.67632,-2.64753,-0.08839,-1.54760,-0.83011,2.91951
40.72343,0.02978,0.00007,0.00021,0.00038,0.06545,0.01658,-0.04210,0.00696,0.50116,0.06650,0.01136,-0.99772,0.00000,0.00000,0.50000,-0.00704,0.33846,0.74744,-0.41760,-0.10673,-0.27996,-0.65347,-2.39350,0.00000,0.09000,0.02000,-1.21000,0.01000,0.00000,0.00000,0.44000,-0.06973,1.48311,0.65296,-1.78509,-0.03701,-1.61261,-0.84773,3.46995
40.74355,0.02800,0.00008,0.00019,0.00038,0.06594,0.01604,-0.03624,0.01974,0.47586,0.06685,0.01139,-0.99770,0.00000,0.00000,0.50000,-0.00714,0.33866,0.74754,-0.43830,-0.10683,-0.28006,-0.65337,-2.38360,0.02000,0.00000,0.00000,-0.80000,0.00000,-0.01000,-0.01000,0.49000,-0.08257,1.42565,0.64249,-1.08604,0.00859,-1.67013,-0.84494,4.04073
40.76350,0.02715,0.00008,0.00018,0.00038,0.06610,0.01540,-0.05062,-0.03565,0.45295,0.06684,0.01148,-0.99770,0.00000,0.00000,0.50000,-0.00714,0.33846,0.74744,-0.45080,-0.10683,-0.28056,-0.65347,-2.37260,0.03000,0.00000,-0.01000,-0.47000,-0.01000,-0.05000,0.00000,0.59000,-0.10160,1.41766,0.63463,-0.50416,0.03991,-1.69298,-0.83074,4.65296
40.78343,0.02637,0.00008,0.00017,0.00039,0.06482,0.01378,-0.04982,-0.09903,0.42286,0.06515,0.01182,-0.99781,0.00000,0.00000,0.50000,-0.00714,0.33836,0.74744,-0.45640,-0.10683,-0.28256,-0.65337,-2.35980,0.00000,-0.01000,-0.01000,-0.09000,-0.01000,-0.14000,0.00000,0.68000,-0.13068,1.39926,0.64692,0.02079,0.06470,-1.71102,-0.81449,5.25854
40.80357,0.02434,0.00008,0.00017,0.00038,0.06260,0.01199,-0.05222,-0.15363,0.42020,0.06253,0.01216,-0.99797,0.00000,0.00000,0.50000,-0.00714,0.33846,0.74754,-0.45560,-0.10673,-0.28436,-0.65327,-2.34440,0.00000,0.00000,0.01000,0.11000,0.01000,-0.08000,0.00000,0.81000,-0.15860,1.36722,0.66342,0.36338,0.09270,-1.72668,-0.82125,5.79097
40.82351,0.02280,0.00009,0.00016,0.00038,0.05986,0.01003,-0.04609,-0.13126,0.35815,0.05937,0.01244,-0.99816,0.00000,0.00000,0.50000,-0.00734,0.33836,0.74754,-0.45120,-0.10683,-0.28516,-0.65317,-2.32350,0.00000,0.00000,0.01000,0.27000,0.00000,-0.02000,0.01000,0.98000,-0.18617,1.35861,0.69454,0.62978,0.11591,-1.71605,-0.83438,6.20307
40.84352,0.02153,0.00010,0.00014,0.00037,0.05778,0.00845,-0.04263,-0.16375,0.30701,0.05694,0.01281,-0.99830,0.00000,0.00000,0.50000,-0.00734,0.33816,0.74754,-0.44650,-0.10663,-0.28516,-0.65287,-2.29800,0.01000,0.00000,0.01000,0.18000,0.00000,0.01000,-0.01000,1.27000,-0.20422,1.29003,0.72663,0.73294,0.15035,-1.77825,-0.83302,6.50467
40.86354,0.02318,0.00010,0.00011,0.00038,0.05458,0.00641,-0.03171,-0.16322,0.30781,0.05332,0.01320,-0.99849,0.00000,0.00000,0.50000,-0.00734,0.33836,0.74754,-0.44240,-0.10663,-0.28516,-0.65277,-2.26910,0.00000,0.01000,0.00000,0.20000,0.00000,-0.01000,0.00000,1.43000,-0.22675,1.24570,0.76380,0.88289,0.18206,-1.82402,-0.81985,6.77386
40.88354,0.02319,0.00010,0.00011,0.00039,0.05196,0.00499,-0.02452,-0.14777,0.35069,0.05046,0.01327,-0.99864,0.00000,0.00000,0.50000,-0.00744,0.33836,0.74754,-0.43490,-0.10673,-0.28506,-0.65277,-2.24130,0.00000,-0.01000,0.01000,0.41000,0.00000,-0.03000,0.00000,1.52000,-0.25048,1.23491,0.79372,0.98490,0.19917,-1.81699,-0.82066,6.88958
40.90355,0.02495,0.00010,0.00010,0.00040,0.04967,0.00374,-0.03544,-0.14670,0.35468,0.04797,0.01334,-0.99876,0.00000,0.00000,0.50000,-0.00744,0.33826,0.74754,-0.42300,-0.10663,-0.28506,-0.65277,-2.21320,-0.02000,-0.02000,0.01000,0.63000,0.01000,0.00000,0.00000,1.34000,-0.26183,1.28080,0.81161,1.14333,0.19476,-1.78197,-0.80592,7.01178
40.92351,0.02657,0.00009,0.00010,0.00041,0.04651,0.00180,-0.03837,-0.17200,0.33950,0.04445,0.01374,-0.99892,0.00000,0.00000,0.50000,-0.00754,0.33826,0.74774,-0.41140,-0.10663,-0.28516,-0.65277,-2.18260,0.00000,-0.01000,0.01000,0.60000,0.00000,-0.01000,0.00000,1.61000,-0.26792,1.28805,0.81943,1.30242,0.18743,-1.79461,-0.78118,7.22436
40.94349,0.02780,0.00009,0.00008,0.00042,0.04358,0.00031,-0.01653,-0.16961,0.35442,0.04129,0.01388,-0.99905,0.00000,0.00000,0.50000,-0.00754,0.33816,0.74784,-0.40030,-0.10663,-0.28516,-0.65277,-2.15110,0.00000,-0.02000,0.03000,0.49000,0.00000,-0.01000,0.00000,1.56000,-0.28401,1.26063,0.83144,1.43525,0.19722,-1.80470,-0.78806,7.28960
40.96357,0.02855,0.00009,0.00009,0.00042,0.04027,-0.00098,-0.01387,-0.17467,0.36640,0.03785,0.01375,-0.99919,0.00000,0.00000,0.50000,-0.00754,0.33826,0.74794,-0.38580,-0.10663,-0.28516,-0.65277,-2.11520,0.00000,0.00000,0.00000,0.70000,0.01000,0.00000,0.00000,1.79000,-0.28938,1.27860,0.84512,1.62375,0.20916,-1.78978,-0.78689,7.37107
40.98344,0.02957,0.00009,0.00008,0.00043,0.03684,-0.00242,-0.03491,-0.19571,0.35548,0.03425,0.01378,-0.99932,0.00000,0.00000,0.50000,-0.00774,0.33816,0.74794,-0.37180,-0.10663,-0.28516,-0.65277,-2.08000,-0.02000,0.00000,0.01000,0.73000,0.02000,0.00000,0.00000,1.65000,-0.30271,1.27083,0.88030,1.75346,0.21133,-1.77472,-0.78540,7.35380
41.00335,0.03105,0.00008,0.00008,0.00044,0.03343,-0.00399,-0.02506,-0.18292,0.36081,0.03062,0.01399,-0.99943,0.00000,0.00000,0.50000,-0.00774,0.33806,0.74794,-0.35730,-0.10623,-0.28526,-0.65277,-2.04430,0.00000,-0.01000,0.00000,0.65000,0.01000,0.01000,0.00000,1.80000,-0.31526,1.25446,0.89986,1.84207,0.21134,-1.78507,-0.78877,7.37665
41.02346,0.03078,0.00008,0.00009,0.00044,0.02989,-0.00556,-0.02905,-0.18905,0.37253,0.02688,0.01420,-0.99954,0.00000,0.00000,0.50000,-0.00774,0.33816,0.74784,-0.33920,-0.10573,-0.28516,-0.65287,-2.00570,0.01000,0.00000,-0.01000,0.87000,0.03000,0.00000,0.00000,1.86000,-0.32031,1.25537,0.91027,1.93687,0.21682,-1.77271,-0.80132,7.33494
41.04357,0.03052,0.00007,0.00009,0.00044,0.02630,-0.00716,-0.03384,-0.19677,0.36081,0.02309,0.01449,-0.99963,0.00000,0.00000,0.50000,-0.00774,0.33756,0.74804,-0.32260,-0.10553,-0.28516,-0.65277,-1.96780,0.01000,-0.01000,0.01000,1.03000,0.00000,0.00000,0.00000,1.87000,-0.32353,1.25521,0.92593,1.97264,0.21302,-1.75995,-0.80721,7.27011
